Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,heme Metabolism,0.705425334322664,2.6367006268334197,1.000000e-03,1.000000e-03,1.000000e-03,91/183,14.09%,CTSE;HBQ1;AHSP;ADD2;PDZK1IP1;ANK1;ACSL6;HBB;XK;KLF1;GYPE;AQP3;GATA1;TSPO2;OPTN;EPOR;ACKR1;PRDX2;KEL;CA1;TRIM10;SPTA1;GYPA;BLVRB;RHCE;ELL2;CPOX;ALAS2;EPB42;DMTN;ABCG2;HBD;FN3K;TSPAN5;RHAG;SPTB;CDR2;TFRC;MYL4;MBOAT2;GCLM;GYPB;CA2;SLC2A1;SELENBP1;HBBP1;SLC6A8;UBAC1;HMBS;MFHAS1;SLC4A1;MINPP1;TMCC2;UROD;SLC25A37;FECH;SNCA;KAT2B;PPOX;RBM38;TRAK2;ARHGEF12;ALAD;DAAM1;TAL1;ABCB6;E2F2;OSBP2;EPB41;CAST;RHD;BPGM;HAGH;PPP2R5B;GLRX5;LPIN2;PIGQ;PC;ASNS;UCP2;BLVRA;FBXO7;SLC6A9;MOSPD1;KDM7A;LRP10;CDC27;ISCA1;SLC25A38;HEBP1;CLCN3
prerank,Allograft Rejection,0.5416541950837567,2.0058077683967643,1.000000e-03,1.000000e-03,1.000000e-03,55/167,13.80%,CD3E;CD8B;CD8A;SIT1;CD40LG;ITK;LCK;CCL2;IFNG;CD3G;CD2;CD247;CD28;GZMB;GZMA;ACHE;IL7;LTB;CD7;TRAT1;ETS1;APBB1;KLRD1;IL2RB;CCL5;STAT4;CXCR3;IL18RAP;CSF1;PRF1;ZAP70;TPD52;ACVR2A;CCR2;GPR65;FYB1;IRF4;IL15;CD3D;IL16;TAP1;STAT1;CCR5;IL4R;IL2RG;CRTAM;PTPRC;PF4;TAP2;IGSF6;MAP4K1;GBP2;HLA-G;HLA-E;FAS
prerank,Interferon Alpha Response,0.5544516965403375,1.8945715354765116,1.000000e-03,1.000000e-03,1.000000e-03,39/92,16.72%,IFI27;IL7;IFITM1;CSF1;OASL;ISG20;EPSTI1;IFIT2;IFIT3;LAMP3;RSAD2;GMPR;ISG15;IL15;SELL;MX1;IFI44L;TAP1;HERC6;IL4R;SAMD9;IFIH1;USP18;PARP9;TMEM140;CMPK2;DDX60;PARP12;RTP4;PSMB9;GBP2;HLA-C;OAS1;TRIM26;IFI44;SAMD9L;IRF2;UBE2L6;TRIM21
prerank,Interferon Gamma Response,0.5025462405734535,1.8887110298130463,1.000000e-03,1.000000e-03,2.000000e-03,84/190,19.13%,CCL2;XCL1;IFI27;KLRK1;GZMA;IL7;ZBP1;CD274;SLAMF7;IL2RB;CCL5;STAT4;OASL;ISG20;EPSTI1;IFIT2;SOCS3;SSPN;IFIT3;IFIT1;RSAD2;ARID5B;PELI1;ISG15;IRF4;IL15;APOL6;GCH1;MX1;VCAM1;NLRC5;CFH;FPR1;ST3GAL5;RNF213;IFI44L;TAP1;HERC6;STAT1;XAF1;IL4R;TNFAIP3;BPGM;BTG1;IFIH1;TNFSF10;USP18;UPP1;CMPK2;IL10RA;DDX60;PARP12;OAS2;C1R;RTP4;PSMB9;OAS3;MVP;ITGB7;IL18BP;HLA-G;DDX58;FAS;PIM1;TRIM26;GPR18;IFI44;SAMD9L;IRF2;UBE2L6;TRIM21;SECTM1;FGL2;MX2;LCP2;SAMHD1;RIPK1;B2M;NAMPT;ZNFX1;TNFAIP6;ISOC1;IRF9;GBP4
prerank,Complement,0.47440607615076874,1.719780970655728,1.000000e-03,6.366790e-03,2.800000e-02,44/160,12.65%,APOC1;CD40LG;GATA3;LCK;DPP4;HPCAL4;GZMK;SPOCK2;DOCK9;F5;GZMB;GZMA;RASGRP1;CDK5R1;CCL5;PLA2G7;DUSP5;S100A12;GNGT2;FYN;OLR1;FCN1;GNG2;CA2;LGMN;GP9;DYRK2;CD59;CASP5;CFH;CTSL;APOBEC3G;CBLB;CALM1;TNFAIP3;EHD1;DOCK10;ANG;PRDM4;BRPF3;C1R;PSMB9;PIK3R5;CD36
prerank,Hedgehog Signaling,0.6366653615076631,1.7043855029572827,8.710801e-03,6.253097e-03,3.300000e-02,8/22,10.00%,NRCAM;ACHE;NRP2;RTN1;CDK5R1;PTCH1;VEGFA;TLE1
prerank,Pancreas Beta Cells,0.686292245348987,1.698934267707734,6.956522e-03,5.847052e-03,3.600000e-02,4/17,6.73%,PKLR;DPP4;STXBP1;FOXO1
prerank,Epithelial Mesenchymal Transition,0.4657026704086047,1.6460369106960653,1.000000e-03,8.242719e-03,5.700000e-02,35/121,8.07%,FERMT2;PLOD2;TGFBR3;LUM;IL32;CXCL12;SDC1;TGM2;PFN2;COL1A2;FBLN5;CTHRC1;THBS1;PMEPA1;CDH2;LOX;TPM1;MYL9;ENO2;CADM1;IGFBP3;SERPINE2;TGFBI;ADAM12;ITGB3;SLC6A8;IL15;TIMP3;CD59;VCAM1;VEGFA;SGCB;CALD1;NID2;COL6A2
prerank,IL-2/STAT5 Signaling,0.4271028663766059,1.5852050638418083,1.000000e-03,1.680125e-02,1.210000e-01,56/183,14.02%,ICOS;TIAM1;CTLA4;CCR4;FLT3LG;EOMES;TNFRSF8;IL18R1;LRIG1;NCS1;GATA1;TTC39B;LTB;RORA;TGM2;PTCH1;IL2RB;ADAM19;TRAF1;CD48;CSF1;WLS;IRF6;PRKCH;BATF3;CISH;CA2;GPR65;GALM;IRF4;ITIH5;GABARAPL1;SELL;BCL2;RHOH;CKAP4;SH3BGRL2;ABCB1;SMPDL3A;RGS16;IL4R;SCN9A;BATF;CCNE1;TNFSF10;PRAF2;RABGAP1L;IGF1R;IL10RA;IGF2R;TNFRSF18;ITGA6;MYO1E;PDCD2L;PIM1;IKZF2
prerank,E2F Targets,0.4155440403435154,1.562498117421014,1.000000e-03,2.000991e-02,1.620000e-01,101/198,31.44%,DLGAP5;CNOT9;CDC25B;TFRC;HMMR;CDK1;MKI67;CDC20;CENPE;CDKN3;PTTG1;PRDX4;DEPDC1;BIRC5;TOP2A;CKS2;LYAR;CCNB2;E2F8;RPA3;MELK;CCNE1;DIAPH3;SPC24;KIF18B;BRMS1L;UBE2T;KIF2C;HMGB2;CDCA8;AURKA;PSMC3IP;KIF4A;PLK4;PLK1;TUBG1;RFC3;TRIP13;EED;CDCA3;ASF1A;BUB1B;SMC6;DCLRE1B;PSIP1;PRIM2;UBE2S;RFC1;MCM6;TMPO;MXD3;MYBL2;CDC25A;RRM2;RAD21;HMGB3;CENPM;CDKN1B;RAD50;GSPT1;SPC25;POP7;HELLS;CKS1B;ORC6;PPM1D;AURKB;ING3;KPNA2;EZH2;ORC2;NUP153;ANP32E;CTCF;BRCA1;KIF22;RPA2;RAD1;LBR;USP1;MAD2L1;SUV39H1;PPP1R8;SSRP1;MSH2;EIF2S1;DEK;PA2G4;NCAPD2;POLD3;MCM4;CSE1L;RACGAP1;SMC1A;STAG1;NASP;RAN;EXOSC8;LMNB1;MCM3;NUP205
prerank,Estrogen Response Early,0.4278185442106293,1.5624090742284436,1.000000e-03,1.819083e-02,1.620000e-01,26/143,6.93%,KRT13;TIAM1;CXCL12;BCL11B;FCMR;MYBL1;FAM102A;LRIG1;AQP3;SEC14L2;RASGRP1;TGM2;RETREG1;BLVRB;UGCG;FHL2;CLIC3;ABLIM1;TPD52L1;CISH;IL6ST;MAPT;SLC2A1;PRSS23;SH3BP5;BCL2
prerank,G2-M Checkpoint,0.40980408633491355,1.5262319341136423,1.353180e-03,2.482290e-02,2.330000e-01,84/192,26.26%,PBK;CDC25B;HMMR;CDK1;MKI67;CDC20;CENPF;CENPE;FBXO5;CDKN3;PTTG1;CCNA2;BIRC5;TTK;TOP2A;CKS2;KNL1;E2F2;CCNB2;TRAIP;PTTG3P;DBF4;CASP8AP2;TPX2;KIF15;CDC7;EXO1;EFNA5;NDC80;E2F4;PRC1;POLQ;KIF2C;CDC27;TFDP1;NEK2;NUSAP1;KIF11;AURKA;BUB1;KIF4A;PLK4;RBL1;PLK1;FANCC;BUB3;KIF20B;SMC2;PURA;CENPA;TROAP;KIF23;CCNF;UBE2C;TOP1;ODC1;PRIM2;UBE2S;MCM6;TMPO;MYBL2;CDC25A;WRN;RAD21;HMGB3;CDKN1B;ATRX;HSPA8;SLC38A1;CUL1;GSPT1;KMT5A;CKS1B;DTYMK;ORC6;CCNT1;AURKB;KPNA2;EZH2;CTCF;KIF22;ATF5;RPA2;LBR
prerank,Coagulation,-0.39598736079584507,-1.5102569270502137,1.633987e-02,1.184303e-01,1.550000e-01,31/86,11.73%,APOC2;CFD;PLAU;MMP2;PROC;GSN;SPARC;MMP14;BMP1;S100A1;MMP7;MAFF;APOA1;SERPINE1;CD9;CLU;ANXA1;DUSP6;C1QA;SERPING1;DUSP14;C2;PLEK;LAMP2;MASP2;S100A13;FURIN;MSRB2;F3;F12;CTSV
prerank,UV Response Dn,0.41672936764486534,1.4782133942971545,1.144492e-02,3.839314e-02,3.510000e-01,30/118,12.24%,TGFBR3;SMAD7;SDC2;SYNE1;COL1A2;FBLN5;CDC42BPA;LTBP1;FHL2;ACVR2A;FYN;INPP4B;CAV1;KALRN;NR1D2;ITGB3;APBB2;BMPR1A;TJP1;PRKCA;CACNA1A;MT1E;MAP1B;RASA2;ADD3;IGF1R;PRKAR2B;ATXN1;PIK3R3;LAMC1
prerank,TNF-alpha Signaling via NF-kB,-0.34091040993243005,-1.4059482670170769,3.921569e-03,1.362999e-01,3.240000e-01,60/180,16.83%,CXCL1;TNFSF9;PLAU;JAG1;FUT4;CXCL2;FOSL1;IL18;ABCA1;NFIL3;CXCL3;MAFF;SERPINE1;PTX3;ATF3;ETS2;ICAM1;INHBA;EGR1;KLF10;MAP3K8;EGR2;FOSL2;HBEGF;TNFAIP2;PER1;AREG;ICOSLG;NR4A1;CXCL10;BCL6;TSC22D1;EGR3;DRAM1;PLEK;EFNA1;RHOB;PTGS2;ZFP36;NFKBIE;CD83;IER2;TGIF1;F3;PLK2;PHLDA2;CDKN1A;REL;SNN;SAT1;CEBPD;SQSTM1;KDM6B;MCL1;IRS2;ATP2B1;IER3;DENND5A;CD69;PANX1
prerank,Cholesterol Homeostasis,-0.3949132929046543,-1.4039912100552705,2.739726e-02,9.226816e-02,3.290000e-01,26/64,23.38%,JAG1;NFIL3;ATF3;ALCAM;CD9;CLU;FABP5;GUSB;ACSS2;CHKA;FDFT1;TMEM97;FASN;ANTXR2;SC5D;SQLE;ETHE1;GSTM2;GNAI1;CXCL16;TRIB3;ACTG1;CTNNB1;IDI1;LDLR;ECH1
prerank,Apical Surface,0.49970307121578866,1.4025706076819382,8.445946e-02,7.885399e-02,5.910000e-01,10/28,12.27%,MAL;GATA3;IL2RB;CD160;NTNG1;EPHB4;TMEM8B;IL2RG;GSTM3;EFNA5
prerank,TGF-beta Signaling,0.4472779215775833,1.3853652669518735,4.813665e-02,8.602746e-02,6.410000e-01,13/50,15.45%,CDH1;SMAD7;THBS1;PMEPA1;LTBP2;BMPR1A;TJP1;ID3;SKIL;SKI;ENG;WWTR1;BMPR2
prerank,Bile Acid Metabolism,0.41107906177050735,1.3785204623583194,4.665630e-02,8.690384e-02,6.640000e-01,16/79,11.82%,ABCD2;LCK;ALDH1A1;EPHX2;NR3C2;KLF1;PECR;OPTN;PFKM;GCLM;AQP9;NPC1;ABCA5;RBP1;NUDT12;ATXN1
prerank,Mitotic Spindle,0.36007839909109546,1.3479601845306626,3.333333e-02,1.088106e-01,7.790000e-01,52/190,18.49%,TIAM1;RAPGEF5;CTTN;MYH10;DLGAP5;CDC42BPA;CDC42EP4;BIN1;PIF1;CDK1;SHROOM1;TUBA4A;CENPF;CENPE;FBXO5;RHOF;BIRC5;TTK;TOP2A;NEDD9;RASA2;ARHGEF12;PCGF5;CCNB2;EPB41;TPX2;KIF15;ARHGEF3;ECT2;SOS1;NDC80;EZR;PRC1;MYO1E;PXN;ANLN;KIF2C;CDC27;NEK2;BCL2L11;NUSAP1;KIF11;AURKA;BUB1;KIF4A;PLK1;KIF20B;KIF23;SUN2;ARHGAP5;KIF3B;SASS6
prerank,Xenobiotic Metabolism,0.37429562352539303,1.3393556618022293,2.657343e-02,1.112925e-01,8.080000e-01,34/135,15.22%,ABCD2;GAD1;CES1;APOE;BLVRB;ARG1;ESR1;HES6;CYFIP2;PROS1;IGF1;PMM1;CA2;AQP9;GABARAPL1;GCH1;GCNT2;NPC1;PYCR1;UPP1;SAR1B;LPIN2;PC;SSR3;PPARD;CD36;ABCC2;LEAP2;SERTAD1;AKR1C2;FAS;GCLC;CROT;CYB5A
prerank,Inflammatory Response,0.35968502975623134,1.3277628067688096,3.017833e-02,1.157870e-01,8.360000e-01,40/166,12.50%,LCK;CCL2;CCR7;LTA;IL7R;IL18R1;SLAMF1;RASGRP1;IL2RB;CCL5;IL18RAP;IFITM1;KCNA3;CD48;CSF1;RGS1;SLC4A4;AXL;CXCR6;ACVR2A;OLR1;LAMP3;ITGB3;AQP9;IL15;CHST2;SELL;GCH1;CD14;FPR1;RGS16;IL4R;SEMA4D;TNFSF10;GABBR1;NOD2;IL10RA;RTP4;ADM;PIK3R5
prerank,KRAS Signaling Up,0.3717401621259793,1.3260201830149911,4.383562e-02,1.119304e-01,8.400000e-01,36/134,12.40%,TRIB2;PLEK2;IL7R;PRKG2;ETS1;AKAP12;KIF5C;TRAF1;ARG1;PRDM1;AMMECR1;ANKH;IGFBP3;ST6GAL1;NAP1L2;CA2;G0S2;GLRX;RETN;EPB41L3;BIRC3;TMEM176A;CFH;LY96;IGF2;CCSER2;ABCB1;RGS16;TNFAIP3;IL2RG;BPGM;MMD;RABGAP1L;IL10RA;CAB39L;SPON1
prerank,Unfolded Protein Response,0.38150537755721586,1.310843792081192,6.911765e-02,1.200811e-01,8.700000e-01,15/105,12.12%,CCL2;DNAJA4;PSAT1;BAG3;DNAJB9;IFIT1;EIF2AK3;WIPI1;HERPUD1;VEGFA;TUBB2A;KDELR3;ERN1;ASNS;FKBP14
prerank,Wnt-beta Catenin Signaling,0.46246842002093924,1.2994466571777346,1.069079e-01,1.242351e-01,8.890000e-01,4/32,2.26%,LEF1;TCF7;AXIN2;PTCH1
prerank,Apical Junction,0.35821457519775296,1.2794259950412927,7.303371e-02,1.404846e-01,9.270000e-01,28/136,11.89%,KCNH2;CDH1;DSC1;NECTIN3;CD274;MYH10;NECTIN1;PLCG1;TRAF1;LDLRAP1;AMIGO2;MYL9;EVL;TRO;TGFBI;FYB1;TJP1;VCAM1;RHOF;CLDN7;TMEM8B;MAPK13;PTPRC;ITGB1;NRTN;FBN1;CDH6;PIK3R3
prerank,Myogenesis,-0.32568640937506266,-1.27523689302791,5.000000e-02,1.883322e-01,6.300000e-01,38/119,14.79%,CFD;CKM;GSN;DTNA;SCHIP1;SPARC;MYH11;CKB;MAPK12;TNNI2;ATP2A1;MYLPF;AGRN;CLU;IGFBP7;DMD;TNNT3;HBEGF;MYOG;PLXNB2;PSEN2;MYOM2;MYL6B;ITGA7;FHL1;ACSL1;CDKN1A;MEF2D;RIT1;SMTN;TNNT1;CHRNB1;AEBP1;PTGIS;TSC2;PICK1;ADCY9;PDLIM7
prerank,UV Response Up,0.3485047423657401,1.242987881456177,1.027778e-01,1.778817e-01,9.680000e-01,22/127,11.50%,KCNH2;EPCAM;AQP3;RASGRP1;ENO2;PLCL1;TFRC;IL6ST;SLC25A4;CA2;SLC6A8;UROD;HLA-F;GCH1;TUBA4A;TAP1;ABCB1;NAT1;BTG1;CCNE1;CLCN2;ASNS
prerank,Androgen Response,0.36454952455675166,1.2362290839610932,1.227545e-01,1.801802e-01,9.730000e-01,16/88,11.01%,CDC14B;AKAP12;MAF;PMEPA1;ELL2;NKX3-1;ANKH;TPD52;DNAJB9;INPP4B;ARID5B;STEAP4;SGK1;PGM3;UAP1;TNFAIP8
prerank,Estrogen Response Late,0.34189240086573564,1.23446499301475,1.078717e-01,1.757426e-01,9.740000e-01,38/138,15.78%,NMU;KRT13;TIAM1;CDH1;CXCL12;FAM102A;PERP;BLVRB;ISG20;CLIC3;TPD52L1;CISH;IL6ST;CAV1;CA2;MAPT;PRSS23;CDC20;BCL2;HSPA4L;TOP2A;UNC13B;SGK1;DYNLT3;MAPK13;LSR;BATF;ADD3;CACNA2D2;PRKAR2B;KIF20A;PDCD4;MICB;MOCS2;JAK1;PLK4;TSPAN13;SLC16A1
prerank,Hypoxia,0.32983825281079127,1.2056721997099598,1.225627e-01,2.067944e-01,9.890000e-01,37/155,13.08%,PKLR;ERRFI1;ETS1;AKAP12;RORA;TGM2;SDC2;LOX;ISG20;ENO2;IGFBP3;TPD52;CAV1;TGFBI;CAVIN1;SLC2A1;EXT1;SELENBP1;TMEM45A;TKTL1;GLRX;CHST2;PRKCA;BCL2;TGFB3;VEGFA;MT1E;GCNT2;KDELR3;ACKR3;TNFAIP3;BTG1;ATP7A;ANKZF1;ADM;CAVIN3;HK1
prerank,Pperoxisome,0.3535203613922422,1.1970751905402697,1.656627e-01,2.116714e-01,9.900000e-01,11/88,9.41%,ABCD2;SEMA3C;ALDH1A1;EPHX2;CADM1;SLC25A4;ESR2;ABCB4;TOP2A;ABCB1;ECI2
prerank,Myc Targets V2,-0.333884654335105,-1.157628334810705,1.895604e-01,3.620182e-01,9.200000e-01,19/57,27.57%,HK2;RRP12;SORD;EXOSC5;SLC19A1;TMEM97;DCTPP1;BYSL;FARSA;TFB2M;PPAN;AIMP2;MYBBP1A;SRM;MCM5;MYC;PRMT3;CDK4;RRP9
prerank,PI3K/AKT/mTOR  Signaling,0.3370492711948473,1.1457710286994374,2.287390e-01,2.841141e-01,9.970000e-01,13/91,12.06%,TIAM1;LCK;CAMK4;PLCG1;SLC2A1;CDK1;THEM4;MAP2K6;PLA2G12A;IL2RG;PIK3R3;SLA;CAB39L
prerank,Spermatogenesis,0.3496185038264256,1.1450058468595852,2.400000e-01,2.760458e-01,9.970000e-01,20/76,14.95%,CAMK4;GAD1;CLGN;IL12RB2;CDK1;TKTL1;CDKN3;HSPA4L;TTK;HSPA1L;DMC1;CCNB2;DBF4;NCAPH;GSTM3;MLF1;KIF2C;NEK2;AURKA;BUB1
prerank,IL-6/JAK/STAT3 Signaling,0.3325963294169064,1.0987636360956214,2.925373e-01,3.510903e-01,9.990000e-01,21/75,13.82%,IL18R1;IL7;LTB;CSF1;LEPR;SOCS3;IL6ST;A2M;ITGB3;CD14;DNTT;STAT1;IL4R;IL2RG;PF4;PIK3R5;CD36;TNFRSF12A;HAX1;FAS;PIM1
prerank,Adipogenesis,-0.2579812163958941,-1.0595613340696715,2.908497e-01,5.860780e-01,9.960000e-01,35/171,14.75%,ANGPT1;LTC4S;ABCA1;SCARB1;RAB34;APLP2;PLIN2;SLC25A1;CAT;FAH;GBE1;IDH1;PIM3;ENPP2;ARL4A;BCL6;SLC27A1;CD302;MGLL;ADCY6;ITGA7;SLC25A10;CCNG2;PHYH;CDKN2C;MCCC1;SLC19A1;CD151;TALDO1;AK2;BCL2L13;SULT1A1;PEMT;GPD2;YWHAG
prerank,Apoptosis,-0.2571976229152061,-1.0426146895501354,3.367698e-01,5.573130e-01,9.970000e-01,39/143,16.75%,CCNA1;MMP2;AIFM3;GSN;GNA15;IL18;EMP1;ATF3;GPX1;GSTM1;BMF;HGF;CLU;ANXA1;BIK;IGFBP6;BCL2L2;TIMP2;EGR3;PSEN2;RHOB;DDIT3;IFITM3;LMNA;CDKN1A;SC5D;MGMT;FDXR;CASP2;SAT1;NEFH;SQSTM1;TIMP1;MCL1;BID;IER3;SATB1;CD38;CD69
prerank,Glycolysis,0.28312174391600503,1.0363399041339745,3.920220e-01,4.753775e-01,1.000000e+00,34/161,15.49%,PLOD2;SDC1;SDC2;PKP2;ISG20;ENO2;IGFBP3;CHPF;SPAG4;TGFBI;EXT1;HMMR;CDK1;TKTL1;GLRX;CHST2;VEGFA;DEPDC1;EGLN3;ABCB6;KDELR3;GMPPB;FUT8;ANG;PC;ANKZF1;CAPN5;KIF20A;HAX1;PAXIP1;AURKA;GCLC;CYB5A;LHPP
prerank,KRAS Signaling Dn,0.3110740189696809,1.0304686599845823,4.082232e-01,4.721002e-01,1.000000e+00,17/76,12.71%,KRT13;CD40LG;IFNG;SPTBN2;SLC25A23;LFNG;RSAD2;CHST2;MX1;SLC16A7;IFI44L;SGK1;SKIL;PNMT;SIDT1;TENM2;PTPRJ
prerank,Reactive Oxygen Species Pathway,-0.3121072810850278,-1.0232730226531113,4.381443e-01,5.459005e-01,1.000000e+00,10/48,11.89%,MGST1;HHEX;MPO;FES;PFKP;PDLIM1;CAT;MSRA;ERCC2;ABCC1
prerank,Notch Signaling,-0.3078903876310053,-0.8700350812624068,6.627907e-01,9.546835e-01,1.000000e+00,6/25,15.12%,JAG1;SAP30;KAT2A;PSEN2;ARRB1;ST3GAL6
prerank,Angiogenesis,0.29609225169913467,0.7903166726209082,7.701544e-01,1.000000e+00,1.000000e+00,10/23,21.91%,LUM;OLR1;VEGFA;THBD;PF4;PTK2;APP;SPP1;S100A4;VCAN
prerank,p53 Pathway,0.21261587058257309,0.7896564505127026,9.163180e-01,9.814277e-01,1.000000e+00,21/172,10.80%,SDC1;CDK5R1;AK1;PERP;ZFP36L1;TPD52L1;CYFIP2;DGKA;PMM1;PITPNC1;GLS2;PHLDA3;WWP1;HSPA4L;TAP1;EPS8L2;FBXW7;RGS16;PRKAB1;BTG1;UPP1
prerank,Fatty Acid Metabolism,0.19983073671464646,0.714748253604577,9.833080e-01,1.000000e+00,1.000000e+00,11/131,9.41%,CA6;ALDH1A1;CPOX;ENO2;CA2;G0S2;UROD;GABARAPL1;ALAD;CBR3;ECI2
prerank,mTORC1 Signaling,0.18456048537901792,0.6888564207353572,9.929577e-01,1.000000e+00,1.000000e+00,38/192,21.20%,PLOD2;PSAT1;SYTL2;TFRC;ELOVL6;SLC2A1;LGMN;HMBS;GLRX;TUBA4A;EGLN3;ADD3;ASNS;PIK3R3;SLA;DHFR;AURKA;TES;BUB1;GCLC;PLK1;HSPE1;ATP6V1D;SDF2L1;FGL2;TUBG1;CCNF;FKBP2;PSMC4;NAMPT;FADS2;SERPINH1;SLC7A11;CTH;ACSL3;CACYBP;CDC25A;RRM2
prerank,Protein Secretion,0.1812782014749335,0.6099264775068425,9.955947e-01,1.000000e+00,1.000000e+00,27/91,27.13%,TPD52;SSPN;SGMS1;ATP7A;GALC;IGF2R;CLCN3;GOLGA4;YIPF6;PAM;SOD1;COG2;AP2B1;GOSR2;YKT6;TOM1L1;RAB22A;ATP1A1;ARFGAP3;BNIP3;COPB2;ANP32E;GBF1;BET1;ARFIP1;SEC22B;VAMP4
prerank,DNA Repair,-0.1339211831875172,-0.5413386887168653,1.000000e+00,1.000000e+00,1.000000e+00,42/145,32.75%,PDE6G;IMPDH2;ADCY6;ERCC2;MPG;AGO4;SNAPC4;RRM2B;TYMS;DCTN4;USP11;ADRM1;NT5C;BCAP31;POLD1;ERCC1;TK2;TAF1C;VPS28;AK3;TSG101;ADA;TAF9;DAD1;POLR3C;GMPR2;CDA;RALA;GPX4;POLR1D;ZWINT;SRSF6;GTF3C5;ITPA;SUPT4H1;TAF12;CSTF3;NT5C3A;RFC2;POLD4;NME3;GTF2B
prerank,Oxidative Phosphorylation,-0.10643540038598773,-0.4420509205392698,1.000000e+00,9.993629e-01,1.000000e+00,45/184,30.46%,ATP1B1;IDH1;PDK4;ACADVL;PHYH;GPI;ALAS1;ATP6AP1;CPT1A;LDHA;ATP6V0B;HADHB;ECHS1;ACAT1;ATP6V1H;IDH3G;SLC25A11;TIMM13;ALDH6A1;COX5A;FDX1;ECH1;VDAC2;BCKDHA;ATP6V0C;ATP6V1E1;SLC25A5;BAX;SDHD;ACADM;UQCRC2;MDH2;IDH3A;GPX4;UQCRFS1;NDUFS3;SLC25A6;OXA1L;GLUD1;NDUFB5;NDUFS2;COX8A;NDUFV1;DLAT;AFG3L2
prerank,Myc Targets V1,0.09446412611090677,0.34954396685615186,1.000000e+00,9.999708e-01,1.000000e+00,193/195,86.51%,CDC20;PRDX4;CCNA2;TFDP1;HSPE1;BUB3;PSMC4;ODC1;VBP1;MCM6;RFC4;SNRPG;CUL1;GSPT1;POLE3;SSBP1;KPNA2;ORC2;HDDC2;USP1;MAD2L1;CCT5;TXNL4A;EIF2S1;DEK;PA2G4;DDX18;NDUFAB1;RAD23B;SRSF3;MCM4;PSMD1;EIF2S2;CDK2;SRPK1;PSMD14;SRSF7;RAN;SERBP1;SNRPA1;ERH;SSB;FAM120A;RANBP1;RRM1;PCBP1;GOT2;HSPD1;EIF4E;CSTF2;G3BP1;SF3A1;PSMC6;ILF2;PWP1;PSMB3;CCT3;CCT7;EIF4G2;SNRPD1;EIF3J;PSMA2;PCNA;DDX21;GLO1;NOP16;PABPC4;UBE2L3;EIF4H;GNL3;HNRNPR;NCBP1;SNRPD2;HNRNPA2B1;HDGF;XRCC6;HNRNPA3;HNRNPD;ACP1;HNRNPC;PRPF31;MRPS18B;SRSF1;TRA2B;SRSF2;PSMA4;NME1;UBA2;YWHAQ;YWHAE;STARD7;NOLC1;NHP2;FBL;XPOT;NCBP2;CBX3;SNRPB2;VDAC1;KPNB1;CANX;NPM1;NOP56;PPM1G;CNBP;CCT2;SMARCC1;SNRPD3;ABCE1;CCT4;PSMB2;RPL14;PRPS2;RPS10;SNRPA;COPS5;MCM2;XPO1;PRDX3;HNRNPU;HPRT1;RPL6;PHB;TOMM70;CAD;EIF1AX;HDAC2;CYC1;DHX15;PTGES3;PHB2;RPL34;TARDBP;SYNCRIP;PSMD8;DUT;LSM2;RPL22;SF3B3;RUVBL2;POLD2;PSMD7;TCP1;SET;RPS2;IFRD1;SLC25A3;PSMA7;RNPS1;MCM7;MRPL9;RPL18;HNRNPA1;EXOSC7;CLNS1A;PSMA1;VDAC3;TUFM;RPS3;EIF3D;PABPC1;PPIA;RPS5;HSP90AB1;PGK1;RRP9;PSMD3;CDK4;MYC;PSMA6;LSM7;RSL1D1;MCM5;C1QBP;COX5A;SRM;ETF1;RPLP0;EIF3B;MRPL23;RACK1;RPS6;AIMP2;EEF1B2;APEX1;EIF4A1;LDHA;CTPS1;AP3S1;NAP1L1;TRIM28;UBE2E1;TYMS
